"fdr_adj","fdr_raw","fpr_adj","fpr_raw","power_adj","power_raw","bias","rmse","ci_coverage","n_genes_scored","n_true_de","scenario","seed","model"
1,1,0.684,0.839,NA,NA,NA,NA,NA,1000,0,"null","21","seurat_quint"
1,1,0.68,0.826,NA,NA,NA,NA,NA,1000,0,"null","21","wilcoxon"
NA,1,0,0.081,NA,NA,NA,NA,NA,1000,0,"null","21","deseq2_pb"
1,1,0.002,0.085,NA,NA,NA,NA,NA,1000,0,"null","22","dream_blind"
NA,1,0,0.085,NA,NA,NA,NA,NA,1000,0,"null","22","dream_napari"
NA,1,0,0.085,NA,NA,NA,NA,NA,1000,0,"null","22","dream_quint"
1,1,0.66,0.817,NA,NA,NA,NA,NA,1000,0,"null","22","seurat_blind"
1,1,0.659,0.825,NA,NA,NA,NA,NA,1000,0,"null","22","seurat_napari"
1,1,0.659,0.825,NA,NA,NA,NA,NA,1000,0,"null","22","seurat_quint"
1,1,0.653,0.821,NA,NA,NA,NA,NA,1000,0,"null","22","wilcoxon"
NA,1,0,0.082,NA,NA,NA,NA,NA,1000,0,"null","22","deseq2_pb"
1,1,0.005,0.07,NA,NA,NA,NA,NA,1000,0,"null","23","dream_blind"
1,1,0.003,0.067,NA,NA,NA,NA,NA,1000,0,"null","23","dream_napari"
1,1,0.003,0.067,NA,NA,NA,NA,NA,1000,0,"null","23","dream_quint"
1,1,0.665,0.81,NA,NA,NA,NA,NA,1000,0,"null","23","seurat_blind"
1,1,0.662,0.806,NA,NA,NA,NA,NA,1000,0,"null","23","seurat_napari"
1,1,0.662,0.806,NA,NA,NA,NA,NA,1000,0,"null","23","seurat_quint"
1,1,0.66,0.805,NA,NA,NA,NA,NA,1000,0,"null","23","wilcoxon"
1,1,0.00200400801603206,0.0821643286573146,NA,NA,NA,NA,NA,998,0,"null","23","deseq2_pb"
NA,1,0,0.071,NA,NA,NA,NA,NA,1000,0,"null","24","dream_blind"
NA,1,0,0.07,NA,NA,NA,NA,NA,1000,0,"null","24","dream_napari"
NA,1,0,0.07,NA,NA,NA,NA,NA,1000,0,"null","24","dream_quint"
1,1,0.676,0.814,NA,NA,NA,NA,NA,1000,0,"null","24","seurat_blind"
1,1,0.666,0.808,NA,NA,NA,NA,NA,1000,0,"null","24","seurat_napari"
1,1,0.666,0.808,NA,NA,NA,NA,NA,1000,0,"null","24","seurat_quint"
1,1,0.674,0.817,NA,NA,NA,NA,NA,1000,0,"null","24","wilcoxon"
