"fdr_adj","fdr_raw","fpr_adj","fpr_raw","power_adj","power_raw","bias","rmse","ci_coverage","n_genes_scored","n_true_de","scenario","seed","model"
0.289855072463768,0.452513966480447,0.0444444444444444,0.09,0.98,0.98,-0.375547369851797,0.59163216213398,NA,1000,100,"region_specific","42","stratified_combined"
0.149122807017544,0.357142857142857,0.0188888888888889,0.0611111111111111,0.97,0.99,-0.304332261407285,0.512452353001667,NA,1000,100,"region_specific","43","stratified_combined"
0.370629370629371,0.502487562189055,0.0589543937708565,0.112347052280311,0.9,1,-0.345557905042672,0.508304389525211,NA,999,100,"region_specific","44","stratified_combined"
0.371621621621622,0.565022421524664,0.0611111111111111,0.14,0.93,0.97,-0.284983226670884,0.502196488736439,NA,1000,100,"region_specific","45","stratified_combined"
0.283582089552239,0.489583333333333,0.0422222222222222,0.104444444444444,0.96,0.98,-0.276657504635478,0.50261049496602,NA,1000,100,"region_specific","46","stratified_combined"
0.223140495867769,0.452513966480447,0.0300333704115684,0.0901001112347052,0.94,0.98,-0.357042476641237,0.565329501237484,NA,999,100,"region_specific","47","stratified_combined"
0.425149700598802,0.572649572649573,0.0788888888888889,0.148888888888889,0.96,1,-0.267818297332788,0.41440417733096,NA,1000,100,"region_specific","48","stratified_combined"
0.357615894039735,0.50761421319797,0.06,0.111111111111111,0.97,0.97,-0.312223593103996,0.542367313587483,NA,1000,100,"region_specific","49","stratified_combined"
0.347222222222222,0.494791666666667,0.0555555555555556,0.105555555555556,0.94,0.97,-0.291927558431246,0.467069855256956,NA,1000,100,"region_specific","5","stratified_combined"
0.261538461538462,0.475935828877005,0.0377777777777778,0.0988888888888889,0.96,0.98,-0.276086236970845,0.504356029821595,NA,1000,100,"region_specific","50","stratified_combined"
0.39873417721519,0.519607843137255,0.07,0.117777777777778,0.95,0.98,-0.256763414193306,0.450784265406201,NA,1000,100,"region_specific","6","stratified_combined"
0.172727272727273,0.403726708074534,0.0211345939933259,0.0723025583982203,0.91,0.96,-0.296758909687336,0.494744306693493,NA,999,100,"region_specific","7","stratified_combined"
0.28125,0.455056179775281,0.0400444938820912,0.0901001112347052,0.92,0.97,-0.323137471296869,0.520465022535375,NA,999,100,"region_specific","8","stratified_combined"
0.234234234234234,0.435294117647059,0.0288888888888889,0.0822222222222222,0.85,0.96,-0.308948870779376,0.51816856102407,NA,1000,100,"region_specific","9","stratified_combined"
0.309859154929577,0.492307692307692,0.0488888888888889,0.106666666666667,0.98,0.99,-1.41077044106278,1.98434467958525,NA,1000,100,"interaction","1","stratified_combined"
0.254098360655738,0.480225988700565,0.0344444444444444,0.0944444444444444,0.91,0.92,-1.53374393460861,2.00559072826074,NA,1000,100,"interaction","10","stratified_combined"
0.3125,0.50251256281407,0.05,0.111111111111111,0.99,0.99,-1.70600363811221,2.17997605305081,NA,1000,100,"interaction","11","stratified_combined"
0.40506329113924,0.587234042553191,0.0711111111111111,0.153333333333333,0.94,0.97,-1.59897876721157,2.09325274261906,NA,1000,100,"interaction","12","stratified_combined"
0.413173652694611,0.55,0.0767519466073415,0.134593993325918,0.98,0.99,-1.73437930001004,2.17748539982953,NA,999,100,"interaction","13","stratified_combined"
0.294964028776978,0.507389162561576,0.0455555555555556,0.114444444444444,0.98,1,-1.49266229255503,2.03017492738598,NA,1000,100,"interaction","14","stratified_combined"
0.272058823529412,0.441340782122905,0.0411111111111111,0.0877777777777778,0.99,1,-1.43678662512219,1.97546206268078,NA,1000,100,"interaction","15","stratified_combined"
0.299270072992701,0.5260663507109,0.0456062291434928,0.123470522803115,0.96,1,-1.43187175745377,1.97316461118043,NA,999,100,"interaction","16","stratified_combined"
0.4,0.564814814814815,0.0688888888888889,0.135555555555556,0.93,0.94,-1.52583698616319,2.03314621072958,NA,1000,100,"interaction","17","stratified_combined"
0.394904458598726,0.565789473684211,0.0688888888888889,0.143333333333333,0.95,0.99,-1.68262923934886,2.1560072800029,NA,1000,100,"interaction","18","stratified_combined"
0.238095238095238,0.461111111111111,0.0333704115684093,0.0923248053392658,0.96,0.97,-1.24914943422625,1.81319891263336,NA,999,100,"interaction","19","stratified_combined"
0.407407407407407,0.588235294117647,0.0733333333333333,0.155555555555556,0.96,0.98,-1.54471386928063,2.02920550389497,NA,1000,100,"interaction","2","stratified_combined"
0.379084967320261,0.573275862068966,0.0644444444444444,0.147777777777778,0.95,0.99,-1.70273568544208,2.17702875709754,NA,1000,100,"interaction","20","stratified_combined"
0.352941176470588,0.516908212560386,0.06,0.118888888888889,0.99,1,-1.41494130756919,1.95589852325928,NA,1000,100,"interaction","21","stratified_combined"
0.319148936170213,0.524038461538462,0.05,0.121111111111111,0.96,0.99,-1.49074533822973,2.03835366048062,NA,1000,100,"interaction","22","stratified_combined"
0.261194029850746,0.443820224719101,0.0388888888888889,0.0877777777777778,0.99,0.99,-1.38461094536617,1.9217827763712,NA,1000,100,"interaction","23","stratified_combined"
0.276119402985075,0.489690721649485,0.0411111111111111,0.105555555555556,0.97,0.99,-1.63133044151546,2.10681489534336,NA,1000,100,"interaction","24","stratified_combined"
0.342281879194631,0.521739130434783,0.0566666666666667,0.12,0.98,0.99,-1.61437056918334,2.12324020674785,NA,1000,100,"interaction","25","stratified_combined"
0.402439024390244,0.563876651982379,0.0733333333333333,0.142222222222222,0.98,0.99,-1.76523326710354,2.23746584416513,NA,1000,100,"interaction","26","stratified_combined"
0.244094488188976,0.528571428571429,0.0344444444444444,0.123333333333333,0.96,0.99,-1.57078827315069,2.06663871817446,NA,1000,100,"interaction","27","stratified_combined"
0.309352517985612,0.524509803921569,0.0477777777777778,0.118888888888889,0.96,0.97,-1.34511106947844,1.88292607593266,NA,1000,100,"interaction","28","stratified_combined"
0.379746835443038,0.547945205479452,0.0667408231368187,0.133481646273637,0.98,0.99,-1.62093330935774,2.14545107323447,NA,999,100,"interaction","29","stratified_combined"
0.369426751592357,0.54954954954955,0.0644444444444444,0.135555555555556,0.99,1,-1.78419399093109,2.24103938553541,NA,1000,100,"interaction","3","stratified_combined"
0.342105263157895,0.541284403669725,0.0577777777777778,0.131111111111111,1,1,-1.71352034948237,2.15848819207054,NA,1000,100,"interaction","30","stratified_combined"
0.19672131147541,0.443820224719101,0.0266666666666667,0.0877777777777778,0.98,0.99,-1.59200617399436,2.10108804045293,NA,1000,100,"interaction","31","stratified_combined"
0.36,0.548387096774194,0.06,0.132222222222222,0.96,0.98,-1.63060255915185,2.10731887303282,NA,1000,100,"interaction","32","stratified_combined"
0.217741935483871,0.459016393442623,0.03,0.0933333333333333,0.97,0.99,-1.55280331213519,2.03735979864158,NA,1000,100,"interaction","33","stratified_combined"
0.317241379310345,0.5260663507109,0.0511111111111111,0.123333333333333,0.99,1,-1.51902820053817,2.04689897471218,NA,1000,100,"interaction","34","stratified_combined"
0.410714285714286,0.54954954954955,0.0766666666666667,0.135555555555556,0.99,1,-1.93374206654045,2.33806123864897,NA,1000,100,"interaction","35","stratified_combined"
0.359477124183007,0.551569506726457,0.0611790878754171,0.136818687430478,0.98,1,-1.6803027851289,2.16442426332957,NA,999,100,"interaction","36","stratified_combined"
0.288888888888889,0.447513812154696,0.0433333333333333,0.09,0.96,1,-1.43203476319238,1.99151613502031,NA,1000,100,"interaction","37","stratified_combined"
0.417177914110429,0.559471365638767,0.0755555555555556,0.141111111111111,0.95,1,-1.49440173259962,2.00358040433749,NA,1000,100,"interaction","38","stratified_combined"
0.220472440944882,0.481865284974093,0.0311111111111111,0.103333333333333,0.99,1,-1.64365157963984,2.09970999644751,NA,1000,100,"interaction","39","stratified_combined"
0.24812030075188,0.46524064171123,0.0366666666666667,0.0966666666666667,1,1,-1.60642742340475,2.10862185857375,NA,1000,100,"interaction","4","stratified_combined"
0.307692307692308,0.504950495049505,0.0488888888888889,0.113333333333333,0.99,1,-1.46597354213865,2.02243879947882,NA,1000,100,"interaction","40","stratified_combined"
0.303703703703704,0.507692307692308,0.0455555555555556,0.11,0.94,0.96,-1.40639314532953,1.94663272142402,NA,1000,100,"interaction","41","stratified_combined"
0.296296296296296,0.494736842105263,0.0444444444444444,0.104444444444444,0.95,0.96,-1.20391167648961,1.73055388644691,NA,1000,100,"interaction","42","stratified_combined"
0.183333333333333,0.411764705882353,0.0244444444444444,0.0777777777777778,0.98,1,-1.68463768347485,2.15918253336333,NA,1000,100,"interaction","43","stratified_combined"
0.384615384615385,0.530805687203792,0.0667408231368187,0.124582869855395,0.96,0.99,-2.0282104070471,2.38091865154413,NA,999,100,"interaction","44","stratified_combined"
0.330985915492958,0.546728971962617,0.0522222222222222,0.13,0.95,0.97,-1.58446955038063,2.09526432879869,NA,1000,100,"interaction","45","stratified_combined"
